,abstract,headline,pub_date
2868,"two critics weigh in on the london fashion week that was, from burberry to simone rocha and with a guest appearance by the redgrave women.","gender, lockdown and really good outerwear",2021-02-24 10:00:26+00:00
2869,"running a half-marathon in your hotel room. hearing the sea, but not seeing it. fixating on food. here’s how some travelers passed the time during their mandatory quarantines.","travel quarantines: enduring the mundane, one day at a time",2021-02-24 10:00:29+00:00
2870,"if you’re lucky enough to have traveled by air to, say, kauai or the british virgin islands, your quarantine may include the option of roaming relatively freely on a resort’s expansive grounds while waiting for a negative coronavirus test.",two weeks in a hotel room: air travelers share their quarantine experiences.,2021-02-24 10:05:12+00:00
2871,"in the final part of our exploration of what happened in new york’s nursing homes, we ask: how did the decisions made by gov. andrew cuomo contribute to the crisis?","when covid hit nursing homes, part 2: ‘they’re not giving us an ending’",2021-02-24 11:00:07+00:00
2872,"for teenagers and young adults who are anxious by nature or feeling emotionally fragile, the pandemic and its social isolation have pushed them to the brink. ",the pandemic has meant more anxiety and trips to the e.r. for some teens.,2021-02-24 11:22:34+00:00
2873,and what else you need to know today.,"no ‘covid zero,’ but normalcy",2021-02-24 11:24:41+00:00
2874,during two enormous crises — a public health emergency and an economic crash — restaurant service workers have found themselves double-exposed.,the pandemic has raised existential questions about tipping.,2021-02-24 12:14:23+00:00
2875,the pandemic is terrible. it can also be tedious. and that tedium is shaping what people buy and how productive they are.,the tedium of the pandemic is shaping what people buy and how productive they are.,2021-02-24 12:35:55+00:00
2876,f.d.a. studies show the shot strongly protects against severe illness and may reduce spread of the virus. but the drugmaker has fallen short of initial production goals.,new analyses show johnson & johnson’s one-dose vaccine works well.,2021-02-24 13:18:26+00:00
2877,"the washington post led all news organizations, with four prizes. the infectious-disease reporter helen branswell, of stat, took the public service award for a yearlong chronicle of the coronavirus and its effects.",polk awards honor pandemic reporters,2021-02-24 15:02:11+00:00
2878,"new york state opened two large vaccination sites on wednesday in brooklyn and queens, part of an effort to boost inoculations in neighborhoods that have been hit particularly hard by the pandemic and where residents include some of those most vulnerable to severe illness from the virus.",new york opens vaccine sites in brooklyn and queens to target hardest-hit neighborhoods.,2021-02-24 16:50:21+00:00
2879,justwatch makes finding where shows or movies are streaming online super easy. hallelujah.,this website is my pandemic bff,2021-02-24 17:55:31+00:00
2880,"in what appears to be the first case of its kind, a pair of donated lungs led to covid-19 in an organ recipient, according to doctors at the university of michigan.",transplant patient dies after receiving lungs infected with coronavirus,2021-02-24 18:21:04+00:00
2881,state department officials overseas expressed anger and disappointment that diplomats in washington were being vaccinated before those in more perilous posts.,"on the front lines of diplomacy, but at the back of the line for a vaccine",2021-02-24 19:24:47+00:00
2882,"gov. andrew m. cuomo of new york said two mass vaccination sites, opened on wednesday in queens and brooklyn, would prioritize vaccinating residents of surrounding zip codes.",new mass vaccine sites target n.y. communities hit hard by pandemic,2021-02-24 20:51:03+00:00
2883,a large study found that young people hospitalized with acute covid-19 have symptoms and characteristics that differ from those with a covid-linked inflammatory syndrome.,new findings on 2 ways children become seriously ill from the coronavirus,2021-02-24 21:32:35+00:00
2884,johnson & johnson’s vaccine was found to provide strong protection against severe disease and death.,coronavirus briefing: what happened today,2021-02-24 22:05:31+00:00
2885,f.d.a. studies show the shot strongly protects against severe illness and may reduce spread of the virus. but the drugmaker has fallen short of initial production goals.,johnson & johnson’s vaccine works well and may curb virus spread,2021-02-24 22:36:30+00:00
2886,"coronavirus cases at fitness centers in chicago and honolulu were linked to carelessness about masks and symptoms, federal health officials found.","c.d.c. traces covid outbreaks in gyms, urging stricter precautions",2021-02-24 22:46:37+00:00
2887,"the variant contains a mutation thought to help the virus dodge the immune system, scientists said.","a new coronavirus variant is spreading in new york, researchers report",2021-02-24 23:23:13+00:00
2888,vaccinefinder.org is an ambitious but limited attempt to simplify americans’ search for vaccines.,helping people find covid-19 vaccines is aim of c.d.c.-backed site,2021-02-25 00:38:49+00:00
2889,a bleak reminder that the recent progress the state has made against the pandemic may be fragile.,california has now lost more people to covid-19 than any other state in the u.s.,2021-02-25 01:33:34+00:00
2890,ghana on wednesday became the first country to receive a shipment of coronavirus vaccines through the world health organization’s covax distribution program.,ghana receives first vaccine shipment through covax,2021-02-25 02:58:08+00:00
2891,"quotation of the day for thursday, february 25, 2021.",quotation of the day: mental health and homeless crises collided in subway attacks,2021-02-25 04:14:44+00:00
2892,"new cases among residents of nursing homes have dropped more than 80 percent since vaccines became available, and deaths have decreased by more than 65 percent.","nursing homes, once hotspots, far outpace u.s. in covid declines",2021-02-25 10:00:03+00:00
2893,"a broad promotional effort to combat covid-19 vaccine skepticism began rolling out on thursday, backed by the nonprofit advertising group ad council and a coalition of experts known as the covid collaborative.",ad council vaccine campaign begins rolling out nationwide.,2021-02-25 10:00:10+00:00
2894,"being a nurse was already hard. but in the pandemic, it’s become almost impossible.",covid-19 is ‘probably going to end my career’,2021-02-25 10:00:15+00:00
2895,"“if i accept the vaccine,” one cancer patient says, “it will be with a strong feeling of guilt that at best i will be prolonging my life for a few months or years.”",vaccine hesitancy in cancer patients,2021-02-25 10:00:19+00:00
2896,lockdowns brought tensions between secular and ultra-orthodox communities to the boiling point. the political consequences could be felt for years to come.,how the pandemic nearly tore israel apart,2021-02-25 10:00:33+00:00
2897,"tv meant to be responsive to the moment seemed distant. but podcasts, with the intimate production values, felt more immediate and relevant than ever before.",how a tv critic turned to podcasts during a pandemic,2021-02-25 10:02:36+00:00
2898,"the hope brought by the arrival of the first vaccines in south america is hardening into anger as inoculation campaigns have spiraled into scandal, cronyism and corruption, rocking national governments and sapping trust in the political establishment.",public dismay turns to anger as south american officials jump the line for vaccines.,2021-02-25 10:03:29+00:00
2899,"long before orrin heatlie filed recall papers, he knew the odds were against unseating gavin newsom, the suave ex-mayor of san francisco who had ascended to become california’s governor.",the pandemic has put some governors in the crosshairs. just ask gavin newsom.,2021-02-25 10:03:30+00:00
2900,u.s. counties should prepare to overcome serious barriers to widespread vaccination. and vaccine hesitancy is only the tip of the iceberg.,what are the vaccine roadblocks where you live?,2021-02-25 10:05:04+00:00
2901,"the latest reading on the labor market shows evidence of continued healing, though economists caution that the recovery is still fragile.",jobless claims decline as coronavirus cases ease,2021-02-25 11:33:33+00:00
2902,"pfizer and biontech believe their existing vaccine still offers good protection against circulating variants, and see the plan as a way of learning how to deal with a more threatening mutation.",pfizer will test a booster shot and develop an adapted vaccine to address variant concerns.,2021-02-25 11:53:17+00:00
2903,"for some in assisted living residences, the lockdown has made finding a romantic companion as simple as walking down the hall.",romance blossoms for seniors during quarantine,2021-02-25 14:05:37+00:00
2904,"coronavirus cases have continued to emerge by the tens of thousands this year at colleges, a new york times survey has found.",tracking coronavirus cases at u.s. colleges and universities,2021-02-25 15:14:51+00:00
2905,the growing attraction of short-term real estate loans during the pandemic is making it easier to borrow to refurbish properties.,landlords eager for covid-era revamps are finding hungry investors,2021-02-25 16:45:31+00:00
2906,"cases have fallen more slowly in new york city than nationwide, and highly contagious variants are causing concern.",‘everything seems so tenuous’: variants threaten n.y.c.’s progress on virus,2021-02-25 16:56:09+00:00
2907,the new york times would like to hear from parents and adolescents who are dealing with mental health challenges.,teens and parents: are you grappling with mental health issues?,2021-02-25 17:31:38+00:00
2908,"new york city officials said on thursday that they are investigating possible risks of a new coronavirus variant spreading in the city, but that it did not appear yet to require change in public health response.",officials monitoring new variant detected in n.y.c.,2021-02-25 18:43:22+00:00
2909,"teenage comments in response to our recent writing prompts, and an invitation to join the ongoing conversation.","what students are saying about vaccine trials, sports without spectators and a chaotic year",2021-02-25 19:50:26+00:00
2910,heightened restrictions on social interaction have caused the rates of covid-19 cases to fall in europe. but the world health organization cautioned that new cases were still 10 times as high as they were last may.,"new covid-19 infections have fallen to half in europe, w.h.o. says",2021-02-25 20:17:16+00:00
2911,hundreds of thousands of astrazeneca doses are sitting unopened as many germans reject the vaccine over fears it is “second-class” compared to the one developed by biontech and pfizer.,"germans clamor for covid vaccines, but shun astrazeneca’s offering",2021-02-25 20:41:08+00:00
2912,"republican leaders in washington firmly oppose the president’s stimulus plan, but a sizable number of trump voters support it, interviews and polls show.","give biden a chance? on covid aid, some trump voters just might",2021-02-25 21:43:15+00:00
2913,a new variant has been discovered in new york.,coronavirus briefing: what happened today,2021-02-25 21:59:53+00:00
2914,speaker nancy pelosi said that democrats have a “very strong argument” for including a $15-per-hour minimum wage in president biden’s $1.9 trillion pandemic response bill.,pelosi expects $15 minimum wage will be included in pandemic bill,2021-02-25 22:47:29+00:00
2915,"many scientists are expecting another rise in infections. but this time the surge will be blunted by vaccines and, hopefully, widespread caution. by summer, americans may be looking at a return to normal life.",the coronavirus is threatening a comeback. here’s how to stop it.,2021-02-25 23:30:14+00:00
2916,many republicans consider biden illegitimate — and support his plans.,the paradox of pandemic partisanship,2021-02-26 00:00:05+00:00
2917,"as the number of coronavirus deaths in the city reached 1,000 this week, three-fourths of the dead were black.",d.c.’s mayor mourned covid’s unequal toll. her sister is the latest victim.,2021-02-26 00:47:28+00:00
2918,"with the coronavirus slowly receding, governors around the united states are beginning to relax pandemic restrictions.",governors relax restrictions as infection numbers fall.,2021-02-26 02:43:10+00:00
2919,test your knowledge of this week’s health news.,"weekly health quiz: diet, weight and covid",2021-02-26 10:00:03+00:00
2920,"when there are multiple shots of varying effectiveness, take whatever is available to you first.",which vaccine should you get?,2021-02-26 10:00:15+00:00
2921,"the designer on the challenges of fully digital fashion weeks, as well as her new collaboration with h&m.",simone rocha on being part of fashion week in a pandemic,2021-02-26 10:00:23+00:00
2922,"an oily, 100-nanometer-wide bubble of genes has killed more than two million people and reshaped the world. scientists don’t quite know what to make of it.",the secret life of a coronavirus,2021-02-26 10:00:27+00:00
2923,"since they’re spending so much time at home, some homeowners have upped their d.i.y. game in the last year.",getting crafty in the pandemic,2021-02-26 10:00:34+00:00
2924,two new pieces of research add strong evidence to the case for giving just a single dose of the pfizer vaccine to people who have antibodies against the virus.,"one pfizer dose offers robust protection for those who have had covid-19, studies find.",2021-02-26 10:02:40+00:00
2925,"the number of people testing positive is dropping slowly, but new variants and a relatively slow vaccination rate  threaten progress.","positive virus tests decline in n.y., but variants loom",2021-02-26 10:40:56+00:00
2926,"in the latest challenge to europe’s open borders, the french government announced stricter border checks this week between germany and the eastern moselle region of france, one of several areas experiencing a spike in covid-19 cases and where the authorities are contemplating tightening local restrictions.","france tightens restrictions at german border, adding a mandatory virus test.",2021-02-26 10:49:55+00:00
2927,"the president says that the pandemic precaution can lead to headaches, difficulty concentrating and a “decreased perception of happiness.”","as brazil faces record covid deaths, a variant-fueled surge and lagging vaccinations, bolsonaro disparages masks.",2021-02-26 15:36:22+00:00
2928,the addition of a third vaccine may ease the country’s growing dissatisfaction about the sluggish pace of vaccinations.,canada authorizes the astrazeneca vaccine.,2021-02-26 15:46:50+00:00
2929,"the government will pay $210 million for the doses, which eli lilly will ship by the end of march.","the biden administration buys 100,000 doses of a combination antibody treatment for high-risk covid-19 patients.",2021-02-26 16:50:01+00:00
2930,"countries eager to augment the troubled e.u. buying program are eyeing offers from each other, from russia and china, and from private brokers, some of whom are fraudsters.","amid slow vaccine deliveries, desperate e.u. nations hunt for more",2021-02-26 17:10:35+00:00
2931,but does it work?,at-home covid testing is here,2021-02-26 17:44:09+00:00
2932,the american jewish committee says israel has donated from its own supply while facilitating other deliveries. also: truth and the political divide; reopening restaurants; boredom in the pandemic.,vaccines for the palestinians,2021-02-26 18:49:32+00:00
2933,"“things are tenuous,” says dr. rochelle walensky, the c.d.c. director. “now is not the time to relax restrictions.”","u.s. health officials caution governors against easing restrictions, warning that a recent plunge in virus cases ‘may be stalling.’",2021-02-26 18:54:08+00:00
2934,and: how two babies became husband and wife.,love letter: seniors find love during the pandemic,2021-02-26 19:24:06+00:00
2935,"as cases and deaths plummet, some people are beginning to wonder if this is the end of the pandemic.",coronavirus briefing: what happened today,2021-02-26 22:33:53+00:00
2936,"with this last hurdle cleared, formal authorization of the one-dose vaccine is expected on saturday and distribution within days.",f.d.a. expert panel endorses johnson & johnson’s vaccine,2021-02-26 23:25:45+00:00
2937,"“now is not the time to relax restrictions,” the c.d.c. director, rochelle walensky, said, pointing to a leveling of coronavirus infections as governors move to lift pandemic restrictions.",federal scientists plead for pandemic controls as infection declines stall,2021-02-27 00:37:49+00:00
2938,prime minister justin trudeau announced on friday that canada’s drug regulator had authorized the astrazeneca vaccine as well as the version produced by the serum institute of india.,canada approves astrazeneca vaccine,2021-02-27 01:26:15+00:00
2939,"lin, who is taiwanese-american, said on social media that he had been called “coronavirus” on the court. he has been playing in the n.b.a.’s developmental league.",n.b.a. investigating after jeremy lin said he was called ‘coronavirus’,2021-02-27 05:05:08+00:00
2940,"about one-third of the troops have declined to take the vaccine. many say they worry the vaccines are unsafe or were developed too quickly. others want a sense of independence, even in uniform.","younger military personnel reject vaccine, in warning for commanders and the nation",2021-02-27 10:00:11+00:00
2941,"lawmakers have made an array of misleading claims about “pelosi’s subway,” unauthorized immigrants receiving checks, school funding and the minimum wage as they debate the $1.9 trillion relief bill.",assessing claims in the coronavirus stimulus debate,2021-02-27 10:00:11+00:00
2942,nearly two weeks of sometimes violent demonstrations have turned into a collective outcry from young adults who see bleak futures and precious time lost to lockdowns.,rapper’s arrest awakens rage in spanish youth chafing in pandemic,2021-02-27 10:00:16+00:00
2943,covid cases are surging again in the west bank amid a dispute over israel’s obligations toward the palestinians in the occupied territories.,palestinians go into new lockdown while awaiting vaccines,2021-02-27 16:15:20+00:00
2944,the house’s near party-line vote of 219 to 212 on saturday advances president biden’s sweeping pandemic relief package to the senate.,house passes $1.9 trillion coronavirus relief plan,2021-02-27 17:04:01+00:00
2945,"by urging travelers to visit, the maldives is reviving its luxury resorts. it’s also risking new outbreaks and courting controversy on social media.","influencers find welcome in paradise, while the rest of us watch from lockdown",2021-02-27 17:18:40+00:00
2946,"at a federal compound in connecticut, inmates in precarious health “are like sitting ducks,” one lawyer said.",vulnerable inmates left in prison as covid rages,2021-02-27 17:57:19+00:00
2947,"in the final year of his life, the decorated world war ii veteran inspired people around the world with his patio laps and was knighted by queen elizabeth.","‘captain tom,’ the 100-year-old who raised millions for britain’s health system, gets a hero’s goodbye at his funeral.",2021-02-27 20:59:14+00:00
2948,the authorization of a third covid-19 vaccine will bring millions more doses within days. but health officials worry that some people will see the vaccine as the inferior choice.,"f.d.a. clears johnson & johnson’s shot, the third vaccine for u.s.",2021-02-27 23:12:09+00:00
2949,the satirical game show on “saturday night live” also lampooned gov. andrew m. cuomo of new york and gov. gavin newsom of california.,"on ‘s.n.l.,’ dr. fauci hosts ‘so you think you can get the vaccine’",2021-02-28 07:36:21+00:00
2950,"older adults living alone often lack access or an understanding of technology, and many are unsure how to sign up for an appointment.",seniors seeking vaccines have a problem: they can’t use the internet,2021-02-28 10:00:10+00:00
2951,here’s what you need to know about the week’s top stories.,"vaccine, stimulus, trump: your weekend briefing",2021-02-28 11:06:43+00:00
2952,"in vaccine-hungry, cash-rich europe, the hunt for more doses has nations trading with one another, weighing purchases from russia and china, and fielding offers from middlemen ranging from real to outright frauds.",desperate e.u. nations are hunting for coronavirus vaccines — sometimes on a murky open market.,2021-02-28 14:55:54+00:00
2953,the coronavirus threat is global. so is the remedy.,the era of vaccine diplomacy is here,2021-02-28 16:00:09+00:00
2954,the league of american orchestras says they need to expand beyond their traditional audience. also: an oxygen shortage; the minimum wage; museum deaccessioning.,"what orchestras must do, after covid",2021-02-28 16:00:09+00:00
2955,a third effective weapon was added to america’s arsenal against the coronavirus on saturday when the food and drug administration granted emergency use authorization for a vaccine developed by johnson & johnson.,here is how johnson & johnson’s vaccine differs from pfizer’s and moderna’s.,2021-02-28 19:21:00+00:00
2956,the company’s coming trials will also involve pregnant women and people whose immune systems are compromised.,johnson & johnson has planned trials of its vaccine that will include infants.,2021-02-28 19:55:38+00:00
2957,the committee’s approval echoed the food & drug administration’s decision on saturday to authorize the vaccine for emergency use.,"as expected, a c.d.c. panel of experts endorsed the johnson & johnson vaccine.",2021-02-28 20:28:48+00:00
2958,"the government has laid out plans for gradual reopening. but in cramped intensive care wards, teeming with patients and doctors near despair, the battle is unrelenting.",behind the lines of britain’s covid war,2021-03-01 05:07:17+00:00
2959,"a landmark initiative in california is taking vaccines to the fields, targeting an immigrant work force that is at high risk for covid-19. many of the workers are undocumented.",thousands of farmworkers are prioritized for the coronavirus vaccine,2021-03-01 08:00:10+00:00
2960,autism spectrum disorder is often suspected when young children stand out as being different from their peers. that can be much harder in this isolated time.,diagnosing autism in the pandemic,2021-03-01 10:00:07+00:00
2961,"the more people who become immune to the virus, the less this scourge will be able to mutate and evade the vaccines already available.",why i overcame my vaccine hesitancy,2021-03-01 10:00:08+00:00
2962,"a tax on the net worth of america’s wealthiest individuals remains popular with voters, but has yet to be embraced by president biden.","warren revives wealth tax, citing pandemic inequalities",2021-03-01 10:00:11+00:00
2963,"britain often tried to ignore the coronavirus as it advanced from asia to northern italy to the united states, leapfrogging political and geographic boundaries, carried by airline passengers and cruise ship vacationers just as the government entered the final phase of the departure from the european union.","in a packed intensive care unit, here’s a glimpse behind the lines of britain’s covid war.",2021-03-01 10:10:44+00:00
2964,"london — the british government was hunting on monday for someone whose covid-19 test sample came back positive for a concerning variant of the coronavirus first detected in brazil, one of the first known instances of that variant in britain.",u.k. officials search for a person who tested positive for a concerning variant.,2021-03-01 12:38:15+00:00
2965,"the health minister of somalia on monday proposed new efforts to curb the rising number of coronavirus infections in the country, which is battling a worsening caseload amid an impasse over elections that were due last month.","amid turmoil over elections, rising cases in somalia fuel talk of a new lockdown.",2021-03-01 13:07:26+00:00
2966,buckingham palace says the husband of queen elizabeth is being treated for an infection and tested for a pre-existing heart condition.,"prince philip is moved to 2nd hospital, raising concerns about his health",2021-03-01 13:54:17+00:00
2967,monday: information about who’s eligible for state pandemic aid and how to get it. also: the golden globes.,what to know about california’s covid-19 relief,2021-03-01 13:55:41+00:00
2968,the digital green pass would allow europeans who have been vaccinated to travel more freely.,the e.u. will propose a vaccine passport system for europe.,2021-03-01 17:38:31+00:00
2969,johnson & johnson said it would start shipping millions of doses early this week after the food and drug administration granted emergency use authorization for its vaccine on saturday.,johnson & johnson begins covid-19 vaccine distribution,2021-03-01 17:57:38+00:00
2970,the rural area outside phoenix is one of the first places in the u.s. to open vaccinations up to the general public. this is what success looks like.,"can’t get a covid vaccine? in this county, everybody is eligible",2021-03-01 18:11:22+00:00
2971,the condition is becoming more common as immunization rates increase. experts are suggesting ways to ease patients’ fears and avoid needless testing.,"a covid vaccine side effect, enlarged lymph nodes, can be mistaken for cancer",2021-03-01 20:14:58+00:00
2972,"former president donald j. trump and his wife, melania, quietly received coronavirus vaccinations in january before leaving the white house, an adviser said on monday.",trump and his wife received coronavirus vaccine before leaving the white house.,2021-03-01 20:41:45+00:00
2973,"michaels has seen its business boosted by the pandemic, as people turn to hobbies during stay-at-home orders.","michaels, bolstered by the pandemic craft boom, is attracting buyout interest from private equity.",2021-03-01 20:45:40+00:00
2974,"much is still to be determined about how this new tool will be used, but some things are already clear.",here is what we know about the rollout of the johnson & johnson vaccine.,2021-03-01 22:00:31+00:00
2975,march is shaping up to be a critical month for the vaccine rollout in the united states.,coronavirus briefing: what happened today,2021-03-01 23:04:38+00:00
2976,the first detailed studies of the so-called p.1 variant show how it devastated a brazilian city. now scientists want to know what it will do elsewhere.,virus variant in brazil infected many who had already recovered from covid-19,2021-03-02 03:22:46+00:00
2977,but there are ways to prepare to face it.,there is no vaccine for grief,2021-03-02 10:00:05+00:00
2978,"after receiving access to hospitals, nursing homes and burial sites, i saw up close the nation’s agony, and grit.",‘this is the last stop’: shooting britain’s struggle against covid,2021-03-02 10:00:23+00:00
2979,"from beans and baking projects to vegan and global recipes, the year’s best sellers show the ways home cooking changed, and what may lie ahead.",how the cookbooks of 2020 tell the stories of our pandemic kitchens,2021-03-02 10:00:24+00:00
2980,"with proper safety measures, doctors and scientists said in a survey, the benefits outweigh the risks.",in their own words: why health experts say elementary schools should open,2021-03-02 10:00:24+00:00
2981,"in most parts of the united states, getting a coronavirus vaccine can feel like trying to win the lottery. people scour the internet for appointments under complex eligibility standards that vary from state to state, and even county to county.","can’t get a covid vaccine? in this county, everybody is eligible.",2021-03-02 10:01:27+00:00
2982,"after drawing praise for his leadership early in the pandemic, the governor is embroiled in several scandals.","a year after new york’s first covid-19 case, cuomo lies low",2021-03-02 10:28:29+00:00
2983,the books that americans cooked from during 2020 will stand as cultural artifacts of the year when a virus forced an entire nation into the kitchen.,the cookbooks of 2020 tell the story of our pandemic kitchens.,2021-03-02 11:30:45+00:00
2984,"i spent my life covering wars, but this battle was fought at home.","my vaccine, a love story",2021-03-02 16:00:06+00:00
2985,"b.1.351 may sound sweet to a molecular epidemiologist, but what’s the alternative, other than stigmatizing geographical names?",why virus variants have such weird names,2021-03-02 16:22:50+00:00
2986,"a world divided between the vaccinated and unvaccinated promises relief for economies and families, but the ethical and practical risks are high.","vaccine passports, covid’s next political flash point",2021-03-02 17:32:50+00:00
2987,"regaining my sense of smell is tedious and slow, but i’m using the only therapy proven to work.",will fish sauce and charred oranges return the world covid took from me?,2021-03-02 20:21:51+00:00
2988,"as coronavirus cases fall, states are rescinding mask mandates and reopening businesses and schools, prompting people to emerge after months of isolation despite uncertainty about the pandemic’s future.",texas drops its virus restrictions as a wave of reopenings takes hold,2021-03-02 20:56:23+00:00
2989,a trio of new studies into the brazil variant depict it as an alarming double threat.,coronavirus briefing: what happened today,2021-03-02 22:24:41+00:00
2990,"president biden announced tuesday that with the partnership of merck & co. and johnson & johnson, the united states will have enough coronavirus vaccine supply for every adult by the end of may.",biden: enough vaccines for all adults by end of may,2021-03-02 22:52:30+00:00
2991,"the world health organization declared the spread of the coronavirus a pandemic on march 11, 2020. but when was the instant you knew your life would change?",when did the pandemic become real for you?,2021-03-02 23:11:43+00:00
2992,"a century ago, another pandemic terrorized the world for over a year — until it didn’t. is the coronavirus finally going the way of the 1918 flu?",the case for covid optimism,2021-03-02 23:20:03+00:00
2993,"the pharmaceutical giant merck & co. agreed to help manufacture johnson & johnson’s coronavirus vaccine, in a deal partly brokered by the white house.",biden vows enough vaccine ‘for every adult in america’ by end of may,2021-03-03 00:48:48+00:00
2994,"the country music star broke into song before she was inoculated, and urged her fans to “get out there and get your shot.”","dolly parton, who helped fund the moderna vaccine, gets a ‘dose of her own medicine.’",2021-03-03 03:15:50+00:00
2995,"all of the f.d.a.-authorized vaccines offer strong protection against covid-19, and assessing their efficacy isn’t as simple as a head-to-head comparison.",what do vaccine efficacy numbers actually mean?,2021-03-03 10:00:02+00:00
2996,"concerts, beaches, crowds: videos of new zealand enjoying its summer feel like peering into an alternate reality.",a portal into a universe without covid,2021-03-03 10:00:06+00:00
2997,"office, gym, classroom: our living spaces have had to do it all. as we approach one year of hunkering down, we want to hear how your notion of “home” has evolved.",how has a pandemic year changed your idea of ‘home?’,2021-03-03 10:00:10+00:00
2998,upgrading your mask and staying vigilant are more important than ever.,how to protect yourself against coronavirus variants,2021-03-03 10:00:11+00:00
2999,white republicans are among the most skeptical about “the jab.” there’s one man who can change that.,trump should be a celebrity vaccine ambassador,2021-03-03 10:00:16+00:00
3000,"throngs of people languishing without appointments are cold-calling pharmacies and driving from clinic to clinic, hunting for an extra dose.",‘it’s like buying bruce springsteen tickets’: the hunt to find a vaccine shot,2021-03-03 10:00:17+00:00
3001,"brazil is seeing a record number of deaths, and the spread of a more contagious coronavirus variant that may cause reinfection.","brazil’s covid crisis is a warning to the whole world, scientists say",2021-03-03 10:00:17+00:00
3002,"but as beijing rolls out a long-term plan, its top leader has also warned that “the united states is the biggest threat.”",‘the east is rising’: xi maps out china’s post-covid ascent,2021-03-03 10:09:32+00:00
3003,"president biden said on tuesday that the united states was “on track” to have enough supply of coronavirus vaccines “for every adult in america by the end of may,” accelerating his effort to deliver the nation from the worst public health crisis in a century.","when johnson & johnson fell behind on its vaccines, the biden administration stepped in to broker a deal.",2021-03-03 11:02:13+00:00
3004,"as vaccination programs continue to be rolled out around the world, many countries are now turning their attention to the pent-up demand for non-covid-19 health care, which fell by the wayside during months of crisis response.",romania’s underfunded health system creaks under the pressure of the pandemic.,2021-03-03 12:11:08+00:00
3005,"the pandemic has exposed the unstable foundation of australia’s agriculture industry, a $54 billion-a-year goliath that has long been underpinned by the work of young, transient foreigners.","the pandemic disrupts australia’s agriculture industry, exposing its shaky labor foundation.",2021-03-03 13:05:41+00:00
3006,"last year, britain’s gross domestic product shrank nearly 10 percent, the worst in three centuries.",britain extends wage supports but looks toward the pandemic’s end,2021-03-03 13:49:50+00:00
3007,"the biden administration’s $1.9 trillion pandemic relief package is on the fast track, but washington is still trying to find the right fix for an overlooked aspect of the crisis: a massive tax shortfall experienced by cities hit by the collapse in commercial property values.","biden’s $1.9 trillion pandemic bill includes aid for hard-hit cities. is it too little, too late?",2021-03-03 14:32:09+00:00
3008,"with flavor gone, my old eating disorder came roaring back.","when i lost my sense of taste to covid, anorexia stepped in",2021-03-03 16:22:53+00:00
3009,the supreme court on tuesday heard arguments on an arizona case that could further undermine the ability of the voting rights act to protect access to the ballot.,supreme court case could limit options to fight republican voting restrictions,2021-03-03 18:27:55+00:00
3010,the oscars have nearly two months to get right what has gone oh-so-wrong at other ceremonies.,the dos and don’ts of staging a pandemic-era awards show,2021-03-03 19:12:28+00:00
3011,a reader questions gov. greg abbott’s decision to abandon the mask mandate and restart the economy.,as texas reopens from covid,2021-03-03 19:20:25+00:00
3012,"new cases have fallen sharply among workers in the county’s nursing homes and long-term care facilities, which have been hot spots during the pandemic.",los angeles county finds fewer cases among health care workers as more get vaccinated.,2021-03-03 19:20:40+00:00
3013,dr. anthony s. fauci’s donation of his 3-d virus model to the smithsonian’s national museum of american history comes as museums are working to document the covid-19 era.,fauci is giving his coronavirus model to the smithsonian,2021-03-03 22:13:46+00:00
3014,"president biden criticized the governors of texas and mississippi on wednesday, after both states loosened coronavirus restrictions, including mask mandates. he described their response as “neanderthal thinking.”",biden calls relaxed covid-19 restrictions ‘neanderthal thinking’,2021-03-03 22:15:03+00:00
3015,"amid a debate about israel’s duty to supply vaccines to palestinians living under occupation, palestinian leaders are facing criticism for siphoning off some of the few vaccines already delivered to the occupied west bank.","as palestinians clamor for vaccine, their leaders divert doses to favored few",2021-03-03 22:53:33+00:00
3016,"doctors are reporting additional, minor symptoms that appear several days after people have received their shots.",a few people report delayed skin reactions to the covid vaccine,2021-03-03 23:27:49+00:00
3017,reopenings accelerate despite warnings from officials and health experts.,coronavirus briefing: what happened today,2021-03-03 23:30:47+00:00
3018,"the omnibus voting, ethics and campaign finance bill would roll back barriers to voting enacted by republican statehouses, but it faces an uphill battle in the senate.","targeting state restrictions, house passes landmark voting rights expansion",2021-03-04 00:03:31+00:00
3019,"just a few weeks ago, britain looked sickly and alone. then things started to go very well indeed.",how did boris johnson get covid vaccines so right?,2021-03-04 06:00:06+00:00
3020,pope francis has said he is determined to visit the war-torn country. but some worry that the visit will become a superspreader event in a land where the virus still rages.,"pope’s planned visit to iraq, amid pandemic, raises questions of timing",2021-03-04 08:00:10+00:00
3021,"mira rosenblatt, 97, stunned nurses with her tale of endurance and hardship. “i felt shaky from the story,” one said.",how a holocaust survivor showed up for a vaccine and charmed a hospital,2021-03-04 10:00:11+00:00
3022,"the indian maker of covaxin says interim results from clinical trials suggest it is safe and effective, potentially removing one hurdle to new delhi’s ambitious inoculation campaign.","after india jabs millions, its covid-19 vaccine shows potency",2021-03-04 10:29:43+00:00
3023,"as president biden accelerates plans for manufacturing vaccines and several states move to reopen, we check in on the virus.",how close is the pandemic’s end?,2021-03-04 11:00:05+00:00
