,abstract,headline,pub_date
334,investors are re-pricing the risks of the latest coronavirus variant.,markets aren’t that spooked by omicron,2021-11-29 12:14:32+00:00
335,california officials are watching for evidence of the new coronavirus variant and increasing testing at airports.,what to know about omicron,2021-11-29 13:47:26+00:00
336,"aim for an overall healthful dietary pattern, the american heart association advises, rather than focusing on “good” or “bad” foods.",a heart-healthy way to eat,2021-11-29 14:00:38+00:00
337,"officials in scotland confirmed on monday that six cases of the omicron variant of the coronavirus had been recorded in the country and that some of those infected had not traveled recently, suggesting that there was community transmission. but they said there was no evidence that the transmission was “sustained or widespread.”","scotland finds 6 cases of omicron, but no sign its spread is ‘sustained.’",2021-11-29 14:26:48+00:00
338,"officials said that some of the cases of the omicron coronavirus variant were not linked to travel, suggesting community transmission, but that there was no evidence that transmission was sustained or widespread.",scotland reports six omicron cases,2021-11-29 14:57:25+00:00
339,one of the pair tested positive for the coronavirus after they arrived on a flight from south africa. they were quarantined at a hotel.,dutch police arrest a couple who fled quarantine and boarded a plane.,2021-11-29 15:48:58+00:00
340,"the british government was widely criticized for a sluggish response to the delta variant, and its reaction to omicron came markedly quicker.",the u.k. announces omicron cases and extends boosters to all adults.,2021-11-29 16:52:45+00:00
341,"the variant has yet to be detected in the united states, and crucial questions about it remain.","biden calls omicron a ‘cause for concern, not a cause for panic.’",2021-11-29 17:03:27+00:00
342,"president biden called the new omicron coronavirus variant “a cause for concern, not a cause for panic,” and urged americans to get vaccinations and booster shots. the variant has not yet been detected in the united states.",biden urges vaccinations amid omicron variant concerns,2021-11-29 18:52:26+00:00
343,"officials said that while they need more data to be sure, existing treatments and precautions seem to be effective against the omicron variant.",south african scientists caution against panic over the new variant.,2021-11-29 19:04:25+00:00
344,"readers discuss travel bans, globalism and “variants of kindness.”",fear and uncertainty over the omicron variant,2021-11-29 20:20:27+00:00
345,"mutations can work together to make a virus more fearsome, but they can also cancel one another out. this phenomenon, called epistasis, is why scientists are reluctant to speculate on omicron.",omicron carries scary mutations. that doesn’t mean they work well together.,2021-11-29 21:30:52+00:00
346,the injunction is another setback for the biden administration after an appeals court suspended its vaccine mandate for large employers earlier this month.,a judge temporarily blocks a vaccine mandate for health workers in 10 states.,2021-11-29 23:00:01+00:00
347,"almost two years into the pandemic, finger-pointing, lack of coordination, sparse information and fear are once again influencing policy.",here we go again: chaos rules global response to omicron variant,2021-11-29 23:05:41+00:00
348,what we know about omicron.,coronavirus briefing: what happened today,2021-11-29 23:14:05+00:00
349,here’s what you need to know at the end of the day.,"omicron, twitter, cuomo: your monday evening briefing",2021-11-29 23:15:34+00:00
350,"markets slumped on tuesday, and analysts expect a bumpy ride for share prices while experts assess whether existing vaccines will be effective against the new variant.","with omicron’s arrival, stocks will again hang on headlines",2021-11-29 23:20:45+00:00
351,"“here’s what it does: it gives us time,” president biden said of the flight restrictions. he called the new variant a cause for concern, not panic.","with scant information on omicron, biden turned to travel ban to buy time",2021-11-30 00:51:28+00:00
352,"the latest covid variant, omicron, follows alpha, lambda and delta in the greek alphabet.",trevor noah: ‘covid turned the planet into a frat house’,2021-11-30 06:51:23+00:00
353,"rising covid cases have spurred a return to mask-wearing in the u.s. and overseas, at a time when flawed kn95s from china continue to dominate e-commerce sites.","counterfeit covid masks are still sold everywhere, despite misleading claims",2021-11-30 08:00:11+00:00
354,the discovery of the omicron variant adds further pressure to an already buckling continent.,see where covid is surging across europe,2021-11-30 10:00:04+00:00
355,the magazine’s ethicist columnist on weighing religious commitments against civic responsibilities — and more.,is it ok to claim a religious exemption to the covid vaccine?,2021-11-30 10:00:08+00:00
356,"if an expert committee votes to recommend it, the drug, molnupiravir, could be authorized within days for patients at high risk of severe illness.",a panel of f.d.a. advisers is meeting about merck’s covid pill.,2021-11-30 10:10:47+00:00
357,the world health organization has declared that this version of the coronavirus poses a very high risk to public health. how did they come to that conclusion?,what we know about the omicron variant,2021-11-30 11:00:09+00:00
358,have you been paying attention to the news recently? see how many of these 10 questions you can get right.,"weekly news quiz for students: court verdicts, omicron variant, stephen sondheim death",2021-11-30 13:03:24+00:00
359,the pandemic hasn’t pushed people out of the state as much as rearranged where they reside within it.,how covid-19 has changed where californians live,2021-11-30 13:37:19+00:00
360,"it is the latest european nation to announce restrictions on the unvaccinated, as the country tries to stem a surge.","greece makes vaccines mandatory for people 60 or older, with fines for not complying.",2021-11-30 14:21:57+00:00
361,"the company said that analyses and modeling of mutations in the variant suggest that they may weaken the effect of the treatment, but that studies using omicron’s full sequences are incomplete.","regeneron says its antibody treatment may not be as effective against omicron, but testing is underway.",2021-11-30 16:03:10+00:00
362,"intense research into the new coronavirus variant first identified in southern africa, has just begun. world leaders have urged people not to panic — and to get vaccinated, if they can.",omicron: what is known — and still unknown,2021-11-30 17:08:17+00:00
363,"britain’s approach to coronavirus-related restrictions has been looser than other european countries, but the omicron variant has spurred swift action on mitigation measures.","amid variant fears, u.k. discovers limits to its virus strategy",2021-11-30 18:14:44+00:00
364,"unlike alpha, beta and delta, the name of the latest known variant is not as straightforward, with some english speakers offering up diverse pronunciations.",how do you say ‘omicron’?,2021-11-30 18:51:06+00:00
365,the centers for disease control and prevention was “actively looking” for the variant but had not found a case so far.,federal health officials say that they are expanding the search for omicron in the u.s.,2021-11-30 19:34:18+00:00
